timestamp,regime,receiver,provider,email_number,subject,smtp_status,delivery_status,response_time
2025-11-23T10:40:58Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,1,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,1.18
2025-11-23T10:41:01Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,2,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.79
2025-11-23T10:41:04Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,3,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.81
2025-11-23T10:41:07Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,4,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,1.2
2025-11-23T10:41:10Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,5,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.78
2025-11-23T10:41:13Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,6,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.78
2025-11-23T10:41:15Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,7,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:41:18Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,8,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.83
2025-11-23T10:41:21Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,9,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:41:24Z,spf+dkim,aglishlabs.msc@gmail.com,gmail,10,Legitymate Test - spf+dkim - gmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.91
2025-11-23T10:41:27Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,1,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.8
2025-11-23T10:41:30Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,2,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.85
2025-11-23T10:41:33Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,3,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.77
2025-11-23T10:41:36Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,4,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.91
2025-11-23T10:41:38Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,5,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:41:41Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,6,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.83
2025-11-23T10:41:44Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,7,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.77
2025-11-23T10:41:47Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,8,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.98
2025-11-23T10:41:50Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,9,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.79
2025-11-23T10:41:53Z,spf+dkim,aglishlabs_msc@yahoo.com,yahoo,10,Legitymate Test - spf+dkim - yahoo - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:41:56Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,1,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.85
2025-11-23T10:41:58Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,2,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.76
2025-11-23T10:42:01Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,3,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.76
2025-11-23T10:42:04Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,4,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:42:07Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,5,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:42:10Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,6,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.83
2025-11-23T10:42:12Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,7,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.78
2025-11-23T10:42:15Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,8,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:42:18Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,9,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:42:21Z,spf+dkim,aglishlabs_msc@hotmail.com,hotmail,10,Legitymate Test - spf+dkim - hotmail - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:42:24Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,1,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.79
2025-11-23T10:42:27Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,2,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.77
2025-11-23T10:42:29Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,3,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:42:32Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,4,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:42:35Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,5,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.83
2025-11-23T10:42:38Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,6,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.76
2025-11-23T10:42:41Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,7,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.77
2025-11-23T10:42:44Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,8,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.77
2025-11-23T10:42:46Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,9,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.77
2025-11-23T10:42:49Z,spf+dkim,aglishlabs_msc@mail.ru,mailru,10,Legitymate Test - spf+dkim - mailru - 20251123T1040_spf+dkim,221,ACCEPTED,0.85
2025-11-23T10:42:52Z,spf+dkim,aglishlabs_msc@proton.me,proton,1,Legitymate Test - spf+dkim - proton - 20251123T1040_spf+dkim,221,ACCEPTED,0.93
2025-11-23T10:42:55Z,spf+dkim,aglishlabs_msc@proton.me,proton,2,Legitymate Test - spf+dkim - proton - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:42:58Z,spf+dkim,aglishlabs_msc@proton.me,proton,3,Legitymate Test - spf+dkim - proton - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
2025-11-23T10:43:01Z,spf+dkim,aglishlabs_msc@proton.me,proton,4,Legitymate Test - spf+dkim - proton - 20251123T1040_spf+dkim,221,ACCEPTED,0.84
