timestamp,regime,receiver,provider,email_number,subject,smtp_status,delivery_status,response_time
2025-11-22T20:45:20Z,spf,aglishlabs.msc@gmail.com,gmail,1,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.98
2025-11-22T20:45:23Z,spf,aglishlabs.msc@gmail.com,gmail,2,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.92
2025-11-22T20:45:25Z,spf,aglishlabs.msc@gmail.com,gmail,3,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.85
2025-11-22T20:45:28Z,spf,aglishlabs.msc@gmail.com,gmail,4,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.85
2025-11-22T20:45:31Z,spf,aglishlabs.msc@gmail.com,gmail,5,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.78
2025-11-22T20:45:34Z,spf,aglishlabs.msc@gmail.com,gmail,6,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.84
2025-11-22T20:45:37Z,spf,aglishlabs.msc@gmail.com,gmail,7,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.76
2025-11-22T20:45:40Z,spf,aglishlabs.msc@gmail.com,gmail,8,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.78
2025-11-22T20:45:42Z,spf,aglishlabs.msc@gmail.com,gmail,9,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.78
2025-11-22T20:45:45Z,spf,aglishlabs.msc@gmail.com,gmail,10,Legitymate Test - spf - gmail - 20251122T2045_spf,221,ACCEPTED,0.97
2025-11-22T20:45:48Z,spf,aglishlabs_msc@yahoo.com,yahoo,1,Legitymate Test - spf - yahoo - 20251122T2045_spf,221,ACCEPTED,0.94
2025-11-22T20:45:51Z,spf,aglishlabs_msc@yahoo.com,yahoo,2,Legitymate Test - spf - yahoo - 20251122T2045_spf,221,ACCEPTED,0.87
2025-11-22T20:45:54Z,spf,aglishlabs_msc@yahoo.com,yahoo,3,Legitymate Test - spf - yahoo - 20251122T2045_spf,221,ACCEPTED,0.93
2025-11-22T20:45:57Z,spf,aglishlabs_msc@yahoo.com,yahoo,4,Legitymate Test - spf - yahoo - 20251122T2045_spf,221,ACCEPTED,0.82
2025-11-22T20:46:00Z,spf,aglishlabs_msc@yahoo.com,yahoo,5,Legitymate Test - spf - yahoo - 20251122T2045_spf,221,ACCEPTED,0.9
2025-11-22T20:46:03Z,spf,aglishlabs_msc@yahoo.com,yahoo,6,Legitymate Test - spf - yahoo - 20251122T2045_spf,221,ACCEPTED,0.92
