timestamp,regime,receiver,provider,email_number,subject,smtp_status,delivery_status,response_time
2025-11-23T09:39:48Z,dkim,aglishlabs.msc@gmail.com,gmail,1,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,1.58
2025-11-23T09:39:51Z,dkim,aglishlabs.msc@gmail.com,gmail,2,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,0.89
2025-11-23T09:39:54Z,dkim,aglishlabs.msc@gmail.com,gmail,3,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,0.78
2025-11-23T09:39:57Z,dkim,aglishlabs.msc@gmail.com,gmail,4,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:40:00Z,dkim,aglishlabs.msc@gmail.com,gmail,5,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,0.75
2025-11-23T09:40:03Z,dkim,aglishlabs.msc@gmail.com,gmail,6,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,0.9
2025-11-23T09:40:05Z,dkim,aglishlabs.msc@gmail.com,gmail,7,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:40:08Z,dkim,aglishlabs.msc@gmail.com,gmail,8,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,0.79
2025-11-23T09:40:11Z,dkim,aglishlabs.msc@gmail.com,gmail,9,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,0.78
2025-11-23T09:40:14Z,dkim,aglishlabs.msc@gmail.com,gmail,10,Legitymate Test - dkim - gmail - 20251123T0939_dkim,221,ACCEPTED,0.75
2025-11-23T09:40:17Z,dkim,aglishlabs_msc@yahoo.com,yahoo,1,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.78
2025-11-23T09:40:19Z,dkim,aglishlabs_msc@yahoo.com,yahoo,2,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.77
2025-11-23T09:40:22Z,dkim,aglishlabs_msc@yahoo.com,yahoo,3,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:40:25Z,dkim,aglishlabs_msc@yahoo.com,yahoo,4,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.91
2025-11-23T09:40:28Z,dkim,aglishlabs_msc@yahoo.com,yahoo,5,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.82
2025-11-23T09:40:31Z,dkim,aglishlabs_msc@yahoo.com,yahoo,6,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.91
2025-11-23T09:40:34Z,dkim,aglishlabs_msc@yahoo.com,yahoo,7,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.84
2025-11-23T09:40:37Z,dkim,aglishlabs_msc@yahoo.com,yahoo,8,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:40:39Z,dkim,aglishlabs_msc@yahoo.com,yahoo,9,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.85
2025-11-23T09:40:42Z,dkim,aglishlabs_msc@yahoo.com,yahoo,10,Legitymate Test - dkim - yahoo - 20251123T0939_dkim,221,ACCEPTED,0.77
2025-11-23T09:40:45Z,dkim,aglishlabs_msc@hotmail.com,hotmail,1,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,0.86
2025-11-23T09:40:48Z,dkim,aglishlabs_msc@hotmail.com,hotmail,2,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,0.78
2025-11-23T09:40:51Z,dkim,aglishlabs_msc@hotmail.com,hotmail,3,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,0.79
2025-11-23T09:40:53Z,dkim,aglishlabs_msc@hotmail.com,hotmail,4,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,0.77
2025-11-23T09:40:56Z,dkim,aglishlabs_msc@hotmail.com,hotmail,5,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,0.77
2025-11-23T09:40:59Z,dkim,aglishlabs_msc@hotmail.com,hotmail,6,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,1.12
2025-11-23T09:41:02Z,dkim,aglishlabs_msc@hotmail.com,hotmail,7,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,0.82
2025-11-23T09:41:05Z,dkim,aglishlabs_msc@hotmail.com,hotmail,8,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,0.82
2025-11-23T09:41:08Z,dkim,aglishlabs_msc@hotmail.com,hotmail,9,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,0.79
2025-11-23T09:41:11Z,dkim,aglishlabs_msc@hotmail.com,hotmail,10,Legitymate Test - dkim - hotmail - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:41:14Z,dkim,aglishlabs_msc@mail.ru,mailru,1,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.86
2025-11-23T09:41:16Z,dkim,aglishlabs_msc@mail.ru,mailru,2,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.84
2025-11-23T09:41:19Z,dkim,aglishlabs_msc@mail.ru,mailru,3,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:41:22Z,dkim,aglishlabs_msc@mail.ru,mailru,4,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.83
2025-11-23T09:41:25Z,dkim,aglishlabs_msc@mail.ru,mailru,5,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.85
2025-11-23T09:41:28Z,dkim,aglishlabs_msc@mail.ru,mailru,6,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.84
2025-11-23T09:41:31Z,dkim,aglishlabs_msc@mail.ru,mailru,7,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.83
2025-11-23T09:41:33Z,dkim,aglishlabs_msc@mail.ru,mailru,8,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.9
2025-11-23T09:41:36Z,dkim,aglishlabs_msc@mail.ru,mailru,9,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.77
2025-11-23T09:41:39Z,dkim,aglishlabs_msc@mail.ru,mailru,10,Legitymate Test - dkim - mailru - 20251123T0939_dkim,221,ACCEPTED,0.83
2025-11-23T09:41:42Z,dkim,aglishlabs_msc@proton.me,proton,1,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.92
2025-11-23T09:41:45Z,dkim,aglishlabs_msc@proton.me,proton,2,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.77
2025-11-23T09:41:48Z,dkim,aglishlabs_msc@proton.me,proton,3,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.78
2025-11-23T09:41:50Z,dkim,aglishlabs_msc@proton.me,proton,4,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:41:53Z,dkim,aglishlabs_msc@proton.me,proton,5,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.84
2025-11-23T09:41:56Z,dkim,aglishlabs_msc@proton.me,proton,6,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.85
2025-11-23T09:41:59Z,dkim,aglishlabs_msc@proton.me,proton,7,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.91
2025-11-23T09:42:02Z,dkim,aglishlabs_msc@proton.me,proton,8,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:42:05Z,dkim,aglishlabs_msc@proton.me,proton,9,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.87
2025-11-23T09:42:07Z,dkim,aglishlabs_msc@proton.me,proton,10,Legitymate Test - dkim - proton - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:42:39Z,dkim,msc@dmarclabs.eu,blacknight,1,Legitymate Test - dkim - blacknight - 20251123T0939_dkim,221,ACCEPTED,0.92
2025-11-23T09:42:42Z,dkim,msc@dmarclabs.eu,blacknight,2,Legitymate Test - dkim - blacknight - 20251123T0939_dkim,221,ACCEPTED,0.9
2025-11-23T09:42:45Z,dkim,msc@dmarclabs.eu,blacknight,3,Legitymate Test - dkim - blacknight - 20251123T0939_dkim,221,ACCEPTED,0.84
2025-11-23T09:42:48Z,dkim,msc@dmarclabs.eu,blacknight,4,Legitymate Test - dkim - blacknight - 20251123T0939_dkim,221,ACCEPTED,0.76
2025-11-23T09:42:50Z,dkim,msc@dmarclabs.eu,blacknight,5,Legitymate Test - dkim - blacknight - 20251123T0939_dkim,221,ACCEPTED,0.77
2025-11-23T09:42:53Z,dkim,msc@dmarclabs.eu,blacknight,6,Legitymate Test - dkim - blacknight - 20251123T0939_dkim,221,ACCEPTED,0.75
